Source,Target,StartTime,EndTime,Duration
S9,N14,02:54:20,03:00:00,340
S11,N31,02:54:30,03:00:00,330
S9,N18,02:55:20,03:00:00,280
S10,N36,02:55:25,02:57:25,120
S9,N20,02:55:30,03:00:00,270
S9,N30,02:55:40,03:00:00,260
S9,N21,02:56:10,03:00:00,230
S9,N16,02:56:35,03:00:00,205
S9,N22,02:56:35,03:00:00,205
S8,N15,02:56:40,03:00:00,200
S8,N24,02:56:55,03:00:00,185
S10,N34,02:57:25,03:00:00,155
S8,N23,02:57:40,03:00:00,140
S9,N13,02:57:55,03:00:00,125
S9,N36,02:58:15,03:00:00,105
S9,N19,02:58:20,03:00:00,100
S10,N28,02:59:10,03:00:00,50
S8,N20,02:59:15,03:00:00,45
S8,N14,02:59:30,03:00:00,30
S8,N18,02:59:50,03:00:00,10
